Código;Nombre;Dirección;C.P.;Municipio;Pedanía;Teléfono;Fax;Email;URL Real;URL Corta;Latitud;Longitud;Descripción;Categoría;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Foto 7;Foto 8;Foto 9;Foto 10;Foto 11;Foto 12;Foto 13;Foto 14;Foto 15;Foto 16;Foto 17
478;Fiestas de San Clemente;;;Lorca;;;;;;;;;<p>La Federaci&oacute,n San Clemente pone en valor la Edad Media lorquina con la puesta en escena de grupos de moros, cristianos y jud&iacute,os.<br /><br />El <strong>patr&oacute,n</strong> de la ciudad es <strong>San Clemente</strong>, que se celebra el d&iacute,a 23 de noviembre, seg&uacute,n la tradici&oacute,n el Infante Alfonso (futuro Alfonso X el Sabio) conquist&oacute, la ciudad con ayuda de cabras con antorchas en sus cuernos ese mismo d&iacute,a del a&ntilde,o 1244, pero la Historia nos cuenta que Lorca cay&oacute, bajo capitulaci&oacute,n en primavera. Son muchas las leyendas que la tradici&oacute,n oral ha mantenido en el tiempo, y esta es una de ellas.<br /><br />Lorca sufri&oacute, la invasi&oacute,n musulmana en el 713 de nuestra era, configur&aacute,ndose como escenario de diferentes momentos hist&oacute,ricos relevantes como ser la capital de la Kora de Tudmir, el esplendor cultural bajo los Benu Lubbum, la concesi&oacute,n de Fuero en 1271 por Alfonso X, la concesi&oacute,n del t&iacute,tulo de Muy Noble y Leal Ciudad por Juan II en 1442, la victoria de la Batalla de los Alporchones el 17 de marzo de 1452, la visita de Fernando el Cat&oacute,lico en 1488, etc.<br /><br />Todo esto se recoge en las <strong>fiestas declaradas de Inter&eacute,s Tur&iacute,stico Regional</strong>, y que durante dos semanas toma las calles de la ciudad realizando diferentes actos donde todos los visitantes ser&aacute,n bien recibidos. La presentaci&oacute,n del cartel, el preg&oacute,n, el torneo de senas, el gran desfile de embajadores, la subida con las antorchas al castillo de Lorca, el mercado medieval, y la gran puesta en escena de la toma del castillo por las tropas cristianas el d&iacute,a 23 de noviembre, donde se representa &quot,la refriega&quot,, que es la lucha entre cristianos y musulmanes, que terminar&aacute,n cediendo el castillo a las tropas alfons&iacute,es.<br /><br />Lo que nos diferencia de otras fiestas de moros y cristianos, es la inclusi&oacute,n de grupos jud&iacute,os desde el a&ntilde,o 2003, tras el descubrimiento de la juder&iacute,a y sinagoga del S. XV aneja a la Ermita de San Clemente, en el interior de la Fortaleza lorquina.<br /><br />La Federaci&oacute,n de San Clemente est&aacute, configurada por las k&aacute,bilas de bereberes, muladies, almohades, mud&eacute,jares, benemerines y abencerrajes. Las aljamas jud&iacute,as est&aacute,n formadas por Bene Levi y Bene Aventuriel. Las mesnadas cristianas son los caballeros templarios del Santo Sepulcro, Caballeros del Rey Fernando III el Santo, Damas de Arag&oacute,n, Caballeros de Xiquena, caballeros de la Orden templaria de San Juan y los Caballeros y Damas de los Reyes Cat&oacute,licos.<br /><br />Es una fiesta para disfrutar en familia y con amigos, que recuerda y rememora el pasado glorioso de la ciudad, de una ciudad de frontera, tal como reza el escudo de la ciudad <em>&quot,Lorca de suelo grato, de castillos encumbrados, espada contra malvados, llave segura del reino&quot,</em>.</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-2p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-5p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-6p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-7p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-8p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-9p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-10p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-11p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-478-12p_g.jpg;;;;;
493;Fiestas de San Isidro Labrador;C/ Maestro Mora, nº 107;30510;Yecla;;;;;https://federacionsanisidro.com/;http://www.federacionsanisidro.com/;;;<p>Estas fiestas rememoran la tradicional devoci&oacute,n a San Isidro y los festejos de la primavera, poniendo de manifiesto el acervo cultural de la localidad. Su principal acto lo constituye el numeroso y colorista Desfile de Carrozas, elaboradas de modo completamente artesanal con miles de papelillos de seda.</p><p>Las fechas de celebraci&oacute,n coinciden siempre con el fin de semana m&aacute,s cercano al 15 de mayo (festividad de San Isidro Labrador).</p>;Interés Turístico Nacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_493_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_493_5_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_493_8_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-493-12p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-493-10p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-493-11p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-493-9p_g.jpg;;;;;;;;;;
7509;Fiestas de Santa Eulalia;Plaza Constitución, s/n;30850;Totana;;968418153;;turismo@totana.es;http://www.lasanta.es/historia.asp;;;;<p>Fiestas en honor a Santa Eulalia patrona de Totana, destacan las romer&iacute,as del 8 de diciembre y 7 de enero por su gran afluencia de romeros, m&uacute,sica y alegr&iacute,a. Existiendo un amplio programa de actividades culturales,ocio y deporte que se desarrollan durante esos d&iacute,as.</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7509-1p_g.jpg;;;;;;;;;;;;;;;;
492;Fiestas de Sodales Ibero-romanos;;;Fortuna;;;;;;;;;<p>Fiestas de rememoraci&oacute,n hist&oacute,rica que se celebran en la localidad de <a class='enlaces' href='http://www.murciaturistica.es/es/turismo.localidades?localidad=fortuna'>Fortuna</a>, en el casco urbano, distintas plazas y avenidas y en el santuario de la &eacute,poca romana &quot,Cueva Negra&quot,. Las fiestas recuerdan la visita que los romanos hac&iacute,an todos los a&ntilde,os a la Aguas Termales de Fortuna y al culto, peregrinaci&oacute,n y ofrendas po&eacute,ticas a sus divinidades en la &quot, Cueva Negra&quot,.</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002177_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002178_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002179_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002184_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002181_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002182_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002183_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img412002180_g.jpg;;;;;;;;;
7246;Fiestas del Escudo 'La Invasión';;;Cieza;;;;;;;-1.429234;38.237541;;;;;;;;;;;;;;;;;;;
7344;FIESTAS DEL MELÓN DE TORRE PACHECO;;;Torre Pacheco;;;;;;;;;<p style='margin-left:-14.2pt'>El mel&oacute,n&nbsp,es un referente &uacute,nico dentro de nuestra Regi&oacute,n, y especialmente, es uno de los productos agroalimentarios m&aacute,s importantes y t&iacute,picos del sector agr&iacute,cola en nuestro municipio.</p><p style='margin-left:-14.2pt'>El <strong>mayor emblema de Torre Pacheco</strong> <strong>es el mel&oacute,n</strong> y siempre ha tenido una gran fama por su sabor y dulzura. En el a&ntilde,o <strong>2010</strong>, fue distinguido por el Ministerio de Agricultura como una de las frutas con mayor calidad de Espa&ntilde,a con la <strong>denominaci&oacute,n IGP</strong> (Indicaci&oacute,n Geogr&aacute,fica Protegida). Se cultivan numerosas variedades como: Cantalupo, Galia, Amarillo, pero el m&aacute,s valorado es el de <strong>&ldquo,Piel de sapo&rdquo,</strong>.</p><p style='margin-left:-14.2pt'><strong>Las Fiestas del Mel&oacute,n</strong> se crearon en <strong>1969</strong> con la intenci&oacute,n de promocionar la actividad agr&iacute,cola del municipio de Torre Pacheco, bajo la denominaci&oacute,n de <strong>Semana Agr&iacute,cola</strong>, y convirti&eacute,ndose en un importante foro donde defender los intereses de los agricultores.</p><p style='margin-left:-14.2pt'>Con motivo de este primer evento, Ministros, Subsecretarios, Directores Generales relacionados con la agricultura, alcaldes y un gran n&uacute,mero de agricultores de otros municipios, visitaron nuestro pueblo convirti&eacute,ndolo en la capital agr&iacute,cola del Campo de Cartagena.</p><p style='margin-left:-14.2pt'>Muy pronto estas Fiestas calar&iacute,an en la sociedad pachequera y Torre Pacheco comenz&oacute, a ser noticia en los medios de comunicaci&oacute,n m&aacute,s importantes de aquella &eacute,poca, tanto a nivel nacional como internacional.</p><p style='margin-left:-14.2pt'>Las fiestas se celebran en el&nbsp,mes de junio&nbsp,con un programa de actividades muy variado. Los vecinos y visitantes pueden disfrutar de programas de radio, del concurso de escaparates con Mel&oacute,n, las <strong>&ldquo,Olimpiadas Meloneras&rdquo,</strong>, exposiciones, el concurso de Fotograf&iacute,a <strong>&ldquo,El Mel&oacute,n en todos sus sentidos&rdquo,</strong>, conciertos, talleres de cocina, degustaciones, cuentacuentos, y un largo etc&eacute,tera. Adem&aacute,s, los hosteleros participan con la elaboraci&oacute,n de men&uacute,s en sus restaurantes, donde el mel&oacute,n es el protagonista.</p><p style='margin-left:-14.2pt'>&nbsp,</p><p style='margin-left:-14.2pt'>Durante la temporada estival, desde hace m&aacute,s de 40 a&ntilde,os, se celebra en la peque&ntilde,a localidad de Lo Ferro en Torre Pacheco uno de los cert&aacute,menes flamencos de m&aacute,s hondo sabor popular<strong>: &ldquo,El Festival de Flamenco de Lo Ferro&rdquo,</strong>. Lo envuelve toda una serie de espect&aacute,culos musicales, conciertos, recitales o actuaciones que tienen este arte como denominador com&uacute,n. En su programaci&oacute,n se dan cita tanto artistas noveles como consagrados, adem&aacute,s de los propios concursantes que optan a el distinguido premio <strong>&ldquo,Mel&oacute,n de Oro&rdquo,</strong>. Este galard&oacute,n significa otra muestra m&aacute,s de la importancia que tiene este producto en nuestro municipio.</p><p style='margin-left:-14.2pt'>&nbsp,</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7344-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7344-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7344-2p_g.jpg;;;;;;;;;;;;;;
6767;Fiestas del Milagro de La Purísima de Mazarrón - Romería de Bolnuevo;Avenida Pedro López Meca;30877;Mazarrón;BOLNUEVO;968 59 44 26;;turismo@mazarron.es;http://www.visitamazarron.com/es/que-hacer/cultura-y-patrimonio/fiestas-y-tradiciones/romeria-del-milagro/;www.visitamazarron.com;-1.311622;37.562482;<p>Una de las festividades m&aacute,s importantes del municipio de Mazarr&oacute,n es la Fiesta del Milagro - Romer&iacute,a de Bolnuevo, que se celebra el 17 de noviembre, y en la que los vecinos llevan en procesi&oacute,n a la Virgen de la Pur&iacute,sima desde Mazarr&oacute,n hasta Bolnuevo.</p><p>Seg&uacute,n cuenta la leyenda, la Virgen de la Pur&iacute,sima se apareci&oacute, a los berberiscos que pretend&iacute,an invadir el pueblo y salv&oacute, a los habitantes de esta incursi&oacute,n.</p>;Otras;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6767-1p_g.jpg;;;;;;;;;;;;;;;;
482;Fiestas del Santísimo Cristo del Rayo;;;Moratalla;;;;;;;;;<p>Moratalla inicia sus fiestas mayores el 15 de junio, festividad del Stmo. Cristo del Rayo, en cuyo honor se celebran ya que en ese mismo d&iacute,a de 1621, estando la iglesia Parroquial llena de fieles, se produjo el milagroso impacto de un rayo en la imagen del Cristo Crucificado sin que sufriera da&ntilde,o alguno ninguno de los presentes. Destaca en este d&iacute,a el desfile huertano, la ofrenda floral, la funci&oacute,n Religiosa y solemne procesi&oacute,n, pero tienen su continuaci&oacute,n del 11 al 17 de julio.<br /><br />Las fiestas mayores de Moratalla se vienen realizando desde el a&ntilde,o 1622 y hoy en d&iacute,a la celebraci&oacute,n principal de estas fiestas se celebra del 11 al 17 de Julio en honor al Stmo. Cristo del Rayo. El eje central de la fiesta lo constituyen los tradicionales encierros por vereda y suelta de ganada bravo. En estas fiestas, tambi&eacute,n destaca el papel que realizan las distintas pe&ntilde,as que a lo largo del recorrido dinamizan y alegran el ambiente con su m&uacute,sica, haciendo part&iacute,cipes a todos de la fiesta.</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img31200233_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img31200253_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img31200235_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img31200234_g.jpg;;;;;;;;;;;;;
6342;Fiestas Patronales;Plaza del Ayuntamiento;30859;Aledo;;968484422;968484423;empleo@aledo.es;;;-1.573222;37.791823;<p><span style='font-size:12px'>A finales de agosto, coincidiendo con el &uacute,ltimo fin de semana de este mes y &nbsp,el d&iacute,a de San Agust&iacute,n, tienen lugar los festejos m&aacute,s tradicionales de esta villa, las Fiestas Patronales en honor a Santa Mar&iacute,a la Real, San Agust&iacute,n y la Octava del Corpus,&nbsp, privilegio compartido con su Semana Santa y el Auto de Reyes Magos, remont&aacute,ndose la devoci&oacute,n a la patrona &nbsp,y el patr&oacute,n a la &eacute,poca medieval.&nbsp,&nbsp,</span></p><p><span style='font-size:12px'>El punto de inicio de las fiestas tiene lugar con la tradicional coronaci&oacute,n de las reinas la primera noche, j&oacute,venes del pueblo que como reinas de la juventud, la belleza y la simpat&iacute,a acompa&ntilde,ar&aacute,n a la patrona, el patr&oacute,n y el Corpus en las procesiones y los actos religiosos que tienen lugar, presidiendo as&iacute, mismo otras actividades como la entrega de trofeos de las diversas competiciones deportivas que se llevan a cabo.</span></p><p><span style='font-size:12px'>Los siguientes cuatro d&iacute,as se suceder&aacute,n el D&iacute,a de la Funci&oacute,n o de la Octava del Corpus, el D&iacute,a de la Patrona, el D&iacute,a del Carro y el D&iacute,a de San Agust&iacute,n, coincidiendo siempre el primero con el &uacute,ltimo domingo de agosto y el patr&oacute,n con su onom&aacute,stica el 28 de este mes, y altern&aacute,ndose los otros dos. Son d&iacute,as en los que el pueblo se despierta con la Banda de m&uacute,sica de Aledo y la melod&iacute,a de las antiqu&iacute,simas y alegres dianas floreadas, se llevan a cabo celebraciones religiosas y procesiones, se realizan actos deportivos y actividades enfocadas a todas las edades y las noches son amenizadas en el inigualable entorno de la Plaza del Castillo y el Ayuntamiento con diversas actuaciones musicales y espacios de ocio y gastronom&iacute,a.</span></p><p><span style='font-size:12px'>Especialmente peculiar por su origen y c&oacute,mo se desarrolla esta jornada festiva resulta el D&iacute,a del Carro. Surge por el deseo de aledanos y aledanas de llenar la jornada que quedaba entre la festividad de los dos patronos con alguna actividad. As&iacute,, un buen a&ntilde,o, un grupo de amigos decidir&aacute,n recorrer las calles de la villa en un carro tirado por un burro, repartiendo comida y bebida y animando a los vecinos a acompa&ntilde,arlos. La idea ser&aacute, recibida con agrado por el pueblo, repiti&eacute,ndose desde entonces ese d&iacute,a como uno m&aacute,s de las fiestas, acompa&ntilde,ando desde la Plaza del Ayuntamiento al Carro a la salida del sol, &nbsp,tras una larga noche de fiesta, cientos de personas, vecinos y for&aacute,neos.</span></p><p><span style='font-size:12px'>Finalmente cabe hablar del momento m&aacute,s importante de las fiestas, el D&iacute,a de la Funci&oacute,n de la Octava del Corpus Christi, con un origen posterior al de los patrones aunque no menos rese&ntilde,able. Aledo es de los pocos pueblos que gracias a una bula papal, tiene el honor y el privilegio de procesionar el Corpus Christi una segunda vez, fuera de su fecha natural. Esto est&aacute, estrechamente ligado con el modo en que los aledanos se han ganado el sustento a lo largo de su historia, la agricultura, pues en el d&iacute,a del Corpus, en junio, 60 d&iacute,as despu&eacute,s de Domingo de Resurrecci&oacute,n, una gran mayor&iacute,a se encontraba lejos de su tierra trabajando en la siega, la vendimia francesa m&aacute,s recientemente, lo que hac&iacute,a imposible celebrar esta festividad junto a los suyos.</span></p><p>&nbsp,</p><p>&nbsp,</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6342-1p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6342-4p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6342-3p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6342-2p_g.jpg;;;;;;;;;;;;;
465;Fiestas Patronales;;;Alcantarilla;;;;;http://www.fiestasdelabrujaalcantarilla.com;http://www.fiestasdelabrujaalcantarilla.com/;;;<p>Las conocidas como Fiestas de la Bruja, una manifestaci&oacute,n popular y bulliciosa en la que se entremezclan cabalgatas, verbenas, actuaciones musicales y pasacalles.</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img13200269_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img13200271_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img13200270_g.jpg;;;;;;;;;;;;;;
6083;FIESTAS PATRONALES ALHAMA;ALHAMA DE MURCIA;30840;Alhama de Murcia;;968630000 - Ext. 5210;;festejos@alhamademurcia.es;;;-1.3855161;37.8218878;<p>El programa de las fiestas patronales en honor a la Virgen del Rosario, popularmente conocidas como Feria, cuenta este a&ntilde,o con un amplio abanico de actividades de todos los &aacute,mbitos y con todas las medidas de seguridad por la Covid-19.</p><p>Adem&aacute,s de los actos religiosos en honor a la Virgfen, hay actos tradicionales que se seguir&aacute,n celebrando, como el encuentro nacional de folklore, mercadillo artesano, exposici&oacute,n de uva de mesa, el mercado artesanal Zoco-Alhama y la actividad gastron&oacute,mica tendr&aacute, su m&aacute,ximo exponente con la Feria de D&iacute,a.&nbsp,</p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-8p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-9p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-10p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-11p_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-6_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-5_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-4_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-3_g.JPG;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6083-7_g.JPG;;;;;;;;
9319;Fiestas Patronales de Bullas;Jardín municipal Adolfo Suárez;30180;Bullas;;;;;;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-9319-1p_g.jpg;;;;;;;;;;;;;;;;
6538;Fiestas Patronales de la Santísima Virgen de los Remedios;;30176;Pliego;PLIEGO;968 666 32;;pliego@pliego.org;https://pliego.org/;;;;<p><span style='font-size:11pt'>Para encontrar el origen de las Fiestas Patronales de la localidad hay que remontarse a la advocaci&oacute,n de Pliego a la Virgen de los Remedios y a su vinculaci&oacute,n con el inicio de la vendimia y el despertar del oto&ntilde,o. En las mismas se conjugan actos religiosos (romer&iacute,a, procesi&oacute,n, alborada&hellip,) con tradiciones populares y espect&aacute,culos l&uacute,dicos (pasacalles musicales, migas nocturnas, feria..). Es la fiesta m&aacute,s importante de Pliego ya mencionada en documentos del siglo XVIII, donde se habla de los or&iacute,genes de la tradicional &ldquo,Pedida&rdquo,: cuando vecinos ped&iacute,an limosnas con las que sufragar &ldquo,la fiesta de p&oacute,lvora&rdquo, y correr con los gastos de m&uacute,sicos. Todav&iacute,a hoy los vecinos recorren la localidad barrio por barrio y casa por casa, acompa&ntilde,ados por bandas de m&uacute,sica, para acabar en la Plaza Mayor para hacer el recuento. </span></p><p><span style='font-size:11pt'>En la v&iacute,spera de la gran fiesta, el 7 de septiembre, tiene lugar otra de las tradiciones m&aacute,s representativas de estos d&iacute,as, &ldquo,La alborada&rdquo,: una misa que tiene lugar sobre las seis de la ma&ntilde,ana, apenas despunta el alba, anunciada por cohetes y campanas. Finalizada la misa, la imagen de la patrona es tra&iacute,da desde el eremitorio al pueblo junto a la banda de m&uacute,sica. Desciende as&iacute, la comitiva por Los Ca&ntilde,os hasta llegar a la Iglesia.</span><br /><span style='font-size:11pt'>El d&iacute,a 8 es el d&iacute,a de la Virgen, cuando se celebra Misa Mayor y procesi&oacute,n por las calles de la localidad. El d&iacute,a siguiente, el 9 de septiembre, nos encontramos con otra fiesta tradicional de car&aacute,cter costumbrista, &ldquo,La Rifa&rdquo,, donde se puede pujar desde por un conejo o una maceta hasta un racimo de uvas. Todos ellos son objetos donados por los feligreses que, a las cinco de la tarde, frente a la Ermita y acompa&ntilde,ados por el estallido de cohetes y los pasodobles de la Banda de M&uacute,sica, comienzan a pujar al ritmo del subastador.</span></p><div>&nbsp,</div>;;;;;;;;;;;;;;;;;;
6208;Fiestas Patronales de octubre;Centro urbano;30890;Puerto Lumbreras;;968436153;;oficinadeturismo@puertolumbreras.es;;;;;;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-6208-1p_g.jpg;;;;;;;;;;;;;;;;
7510;Fiestas patronales de Santiago;Plaza Constitución, s/n;30850;Totana;;968418153;;turismo@totana.es;;;;;<p><span style='font-size:15.4px'>Conmemoramos&nbsp, las Fiestas en memoria del Ap&oacute,stol Santiago,&nbsp,con un amplio&nbsp,abanico de actividades. Destacan los conciertos y verbenas populares, interesantes y participativas actividades deportivas y una cuidada programaci&oacute,n para los m&aacute,s peque&ntilde,os.&nbsp,</span></p>;;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-7510-1p_g.jpg;;;;;;;;;;;;;;;;
490;Fiestas Patronales en honor a la Purísima Concepción;C/ Niño Jesús, nº 8. Apdo. de Correos 116;;Yecla;;968 79 48 50 - 968 75 41 04;;info@asociaciondemayordomos.com - turismo@yecla.es;https://www.fiestasdelavirgenyecla.com/ - https://turismo.yecla.es/;;;;<p>El origen de esta fiesta se remonta a 1642, cuando una compa&ntilde,&iacute,a formada por decenas de yeclanos, capitaneados por Mart&iacute,n Soriano Zaplana, march&oacute, a la &#39,Guerra de Catalu&ntilde,a&#39, y todos ellos regresaron sanos y salvos procedentes de la guarnici&oacute,n de Vinaroz.<br />El sentimiento religioso de estos hombres les llev&oacute, a subir, en actitud de agradecimiento, al Santuario del Castillo donde estaba la Virgen.<br />En la actualidad, los hombres de la villa, ataviados con levita y sombrero de dos picos, rememoran este acontecimiento subiendo al castillo entre el fragor de las cargas de p&oacute,lvora de sus arcabuces, para honrar y acompa&ntilde,ar a la Virgen.</p>;Interés Turístico Nacional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img392002147_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img392002148_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img392002149_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img392002150_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-490-156p_g.png;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img392002152_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-490-154p_g.png;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/recurso-1-490-155p_g.png;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/img392002151_g.jpg;;;;;;;;
495;Fiestas Patronales en Honor a la Stma Cruz;;30640;Abanilla;ABANILLA;;;hermandadsantacruzabanilla@gmail.com ;www.santacruzabanilla.es;www.santacruzabanilla.es;;;<p>La milagrosa aparici&oacute,n de la Stma Cruz de Abanilla en la pedan&iacute,a de Mahoya es el origen de estas fiestas patronales. La fe y devoci&oacute,n marcan el inicio de la tradicional Romer&iacute,a que, hoy en d&iacute,a, es una de las m&aacute,s importantes del Levante espa&ntilde,ol. A trav&eacute,s de una subasta se accede a los puestos de &quot,Capitanes&quot,, &quot,Tenientes&quot,, &quot,Sargentos&quot, y &quot,Pajes&quot,, figuras de vital importancia dentro de estas fiestas. A los actos en honor a la Cruz se unen las celebraciones de Moros y Cristianos completando as&iacute, unas fiestas que bien merecen una visita.</p>;Interés Turístico Regional;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_495_1_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_495_3_g.jpg;http://www.murciaturistica.es/webs/murciaturistica/fotos/1/fiestas/FIESTAS_1_495_2_g.jpg;;;;;;;;;;;;;;
6198;Fiestas Patronales en honor a San Bartolomé;;;Cieza;;;;;;;-1.428732;38.237323;<p>Las fiestas patronales en honor a San Bartolom&eacute, comienzan el d&iacute,a 23 de Agosto con el lanzamiento del castillo de fuegos artificiales, y finalizan el d&iacute,a 1 a la 1.00h de la noche con la traca fin de fiestas. durante todos estos d&iacute,as existen diferentes actividades y actos para todos los p&uacute,blicos.</p>;;;;;;;;;;;;;;;;;;
